Date,Actual Price,Predicted Price
2025-02-04,70.0999984741211,70.00537314591386
2025-02-05,71.66000366210938,71.57773022684762
2025-02-06,71.5199966430664,71.7179965658389
2025-02-07,71.52999877929688,71.63176586910338
2025-02-10,72.5,72.3786768550067
2025-02-11,71.97000122070312,72.03370784881561
2025-02-12,71.4800033569336,71.62990665228388
2025-02-13,71.87000274658203,71.61133135472812
2025-02-14,72.22000122070312,72.09860950633954
2025-02-17,71.62999725341797,71.71293111577604
2025-02-18,71.97000122070312,71.80979591377351
2025-02-19,72.80000305175781,72.46251417296445
2025-02-20,72.45999908447266,72.59751694424479
2025-02-21,72.11000061035156,72.21019898348716
2025-02-24,72.5999984741211,72.40472547239266
2025-02-25,72.75,72.78960808806131
2025-02-26,72.75,72.71634747066351
2025-02-27,71.9000015258789,72.19904093721242
2025-02-28,71.12000274658203,71.05197236446057
2025-03-03,71.38999938964844,71.18702985703248
2025-03-04,72.41999816894531,72.34950776022708
2025-03-05,72.2699966430664,72.39969044683262
2025-03-06,71.9000015258789,71.88317488723136
2025-03-07,72.19000244140625,72.1336533245969
2025-03-10,72.18000030517578,72.12679602711088
2025-03-11,72.08000183105469,72.08828702930582
2025-03-12,72.29000091552734,72.30550176479522
2025-03-13,72.80999755859375,72.91914274884415
2025-03-14,72.80999755859375,72.78135145029736
2025-03-17,73.55999755859375,73.7109248688993
2025-03-18,74.12999725341797,74.14864932291722
2025-03-19,74.2300033569336,74.35251716456052
2025-03-20,74.47000122070312,74.54517370649602
2025-03-21,73.9800033569336,74.0390015075485
2025-03-24,73.01000213623047,73.0240464693644
2025-03-25,73.20999908447266,73.08464865130337
2025-03-26,73.26000213623047,73.11336608662015
2025-03-27,73.80000305175781,73.75300434900917
2025-03-28,74.16999816894531,74.17599564197978
2025-03-31,74.16999816894531,74.16775940969535
2025-04-01,76.68000030517578,76.48034393178808
2025-04-02,76.22000122070312,76.53526598122181
2025-04-03,75.86000061035156,76.10006661942253
2025-04-04,74.9800033569336,75.01299289683467
2025-04-07,73.83000183105469,73.79029495571889
2025-04-08,73.68000030517578,73.7628777615742
2025-04-09,74.88999938964844,74.62546547282871
2025-04-10,74.88999938964844,74.96130404556276
2025-04-11,77.91999816894531,77.70250910709035
2025-04-14,77.91999816894531,77.97866869946787
2025-04-15,77.68000030517578,78.00844135555248
2025-04-16,79.20999908447266,79.36362976587556
2025-04-17,79.51000213623047,79.23540394120757
2025-04-18,79.51000213623047,79.5696843060912
2025-04-21,81.0999984741211,81.01057539361089
2025-04-22,82.87000274658203,83.08043614998155
2025-04-23,80.37999725341797,80.99452177311828
2025-04-24,80.5,80.53596998136855
2025-04-25,80.0,79.73739975505306
2025-04-28,79.05000305175781,78.97489120327621
2025-04-29,80.04000091552734,79.7056593646879
2025-04-30,79.08999633789062,79.05009489056181
2025-05-01,79.08999633789062,79.0682289605351
2025-05-02,78.94000244140625,78.77572744369895
2025-05-05,79.66000366210938,79.25829570046983
2025-05-06,82.0999984741211,81.52982536024238
2025-05-07,81.29000091552734,81.64562672179152
2025-05-08,80.94000244140625,81.49858293455615
2025-05-09,80.80999755859375,80.77498298583411
2025-05-12,78.0,78.36241819053909
2025-05-13,79.05999755859375,79.0433236179181
2025-05-14,78.52999877929688,78.2852728134141
2025-05-15,77.05000305175781,77.41484238229752
2025-05-16,77.79000091552734,77.59944764167379
2025-05-19,78.33999633789062,77.9496714446436
2025-05-20,78.19999694824219,78.11857761703283
2025-05-21,79.48999786376953,79.3680025156997
2025-05-22,79.83999633789062,79.91969805459544
2025-05-23,79.54000091552734,79.76496316635863
2025-05-26,79.76000213623047,80.06904962324266
2025-05-27,79.52999877929688,79.4934928384102
2025-05-28,80.05999755859375,80.21995019673395
2025-05-29,79.11000061035156,79.4117731228407
2025-05-30,79.48999786376953,79.43284444492943
2025-06-02,80.51000213623047,80.3772112509168
2025-06-03,80.83999633789062,80.73743292480316
2025-06-04,81.31999969482422,81.3669745333085
2025-06-05,81.7300033569336,81.55983875006667
2025-06-06,81.19999694824219,81.24081148544091
2025-06-09,80.4800033569336,80.6700658823068
2025-06-10,80.62000274658203,80.43009589990687
2025-06-11,80.75,80.73280879645415
2025-06-12,81.3499984741211,81.58982447022316
2025-06-13,83.12999725341797,83.08351266313902
2025-06-16,83.08999633789062,83.32222552217812
2025-06-17,82.56999969482422,82.78182417635517
2025-06-18,82.80000305175781,82.64857256738168
2025-06-19,82.7699966430664,82.63756809595768
2025-06-20,82.2300033569336,82.41513652528268
